id,specilization_name,college_dunia_link,target_study_link,careers_360_link,course_id,status,is_deleted,created_on,created_by,updated_by,updated_on
307,Nutrition,,,,44,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
308,Physics,,,,44,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
309,Statistics,,,,44,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
311,Zoology,,,,44,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
312,Agriculture,,,,44,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
313,Dairy Technology,,,,44,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
314,Environmental science,,,,44,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
315,Food Technology,,,,44,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
316,Geology,,,,44,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
317,Nursing,,,,44,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
318,Actuarial Science,,,,44,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
319,Bio-informatics,,,,44,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
320,Clinical Research,,,,44,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
321,Economics,,,,44,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
322,Geography,,,,44,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
323,Industrial Chemistry,,,,44,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
324,Organic Chemistry,,,,44,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
325,Pharmaceutical Chemistry,,,,44,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
326,Psychology,,,,44,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
327,Tourism,,,,45,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
328,Banking and Insurance,,,,46,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
329,Finance,,,,46,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
330,General,,,,46,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
332,Human Resource,,,,46,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
333,Information Technology,,,,46,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
334,Marketing,,,,46,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
336,Personal Management,,,,46,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
337,Project Management,,,,46,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
339,Advertising / Mass Communication,,,,46,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
341,Systems,,,,46,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
342,Operations,,,,46,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
344,Retail Management,,,,46,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
347,Dentistry,,,,48,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
